"paperId","publicationVenue","title","abstract","venue","year","citationCount","fieldsOfStudy","s2FieldsOfStudy","publicationTypes","publicationDate","journal","authors"
"ccca203382e5dd198c089a0f1d7af7bef0f694e9","{'id': '0cc484fd-832a-417b-9c05-01adc7f7c74f', 'name': 'Molecular Plant', 'type': 'journal', 'alternate_names': ['Mol Plant'], 'issn': '1674-2052', 'url': 'https://www.cell.com/molecular-plant/home', 'alternate_urls': ['http://www.sciencedirect.com/science/journal/16742052']}","TBtools - an integrative toolkit developed for interactive analyses of big biological data.","","Molecular Plant","2020","7418","['Medicine', 'Biology']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Biology', 'source': 'external'}, {'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]","['JournalArticle']","2020-06-22","{'name': 'Molecular plant'}","[{'authorId': '2145774899', 'name': 'Chengjie Chen'}, {'authorId': '2149052058', 'name': 'Hao Chen'}, {'authorId': '2153911296', 'name': 'Yi Zhang'}, {'authorId': '40451574', 'name': 'Hannah R Thomas'}, {'authorId': '143915524', 'name': 'Margaret H. Frank'}, {'authorId': '4098270', 'name': 'Yehua He'}, {'authorId': '144304984', 'name': 'Rui Xia'}]"
