paperDOI,authorID,correspondingAuthor
8ebd4ae177fb1a62298d19891fd6e45e2a5f7685,9718992,True
438ea4f6becaadca82c9f9904208a423a0cfeba0,50131730,True
438ea4f6becaadca82c9f9904208a423a0cfeba0,14569224,False
438ea4f6becaadca82c9f9904208a423a0cfeba0,2125366113,False
438ea4f6becaadca82c9f9904208a423a0cfeba0,1714594,False
438ea4f6becaadca82c9f9904208a423a0cfeba0,2189065687,False
438ea4f6becaadca82c9f9904208a423a0cfeba0,7573580,False
bb01d7be9b49c8a018e134c7f132c39b7d9973ad,47495965,True
bb01d7be9b49c8a018e134c7f132c39b7d9973ad,2999175,False
bb01d7be9b49c8a018e134c7f132c39b7d9973ad,1412328163,False
bb01d7be9b49c8a018e134c7f132c39b7d9973ad,2065671060,False
bb01d7be9b49c8a018e134c7f132c39b7d9973ad,2151319597,False
bb01d7be9b49c8a018e134c7f132c39b7d9973ad,144833154,False
bb01d7be9b49c8a018e134c7f132c39b7d9973ad,1704327,False
bb01d7be9b49c8a018e134c7f132c39b7d9973ad,9221552,False
bb01d7be9b49c8a018e134c7f132c39b7d9973ad,1423321194,False
bb01d7be9b49c8a018e134c7f132c39b7d9973ad,2098723448,False
5af1848e31e8f1279a48ca477bdf075883f61e99,2347353484,True
ff97adbdf7ba45c08c6abe277aba04b41e85e5b0,2198765822,True
ff97adbdf7ba45c08c6abe277aba04b41e85e5b0,8307959,False
ff97adbdf7ba45c08c6abe277aba04b41e85e5b0,144288618,False
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,116246793,True
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,82977131,False
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,21766681,False
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,2158670917,False
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,3483295,False
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,2057278194,False
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,2158671047,False
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,66290347,False
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,13966665,False
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,8556033,False
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,50534993,False
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,4769205,False
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,50573337,False
e8441a9d8c22f333b4092d3a95d3fbb64a36d428,4149364,False
530a059cb48477ad1e3d4f8f4b153274c8997332,1379511816,True
530a059cb48477ad1e3d4f8f4b153274c8997332,2058921025,False
530a059cb48477ad1e3d4f8f4b153274c8997332,9221552,False
530a059cb48477ad1e3d4f8f4b153274c8997332,1379511786,False
530a059cb48477ad1e3d4f8f4b153274c8997332,3030006,False
530a059cb48477ad1e3d4f8f4b153274c8997332,50449165,False
530a059cb48477ad1e3d4f8f4b153274c8997332,39558258,False
530a059cb48477ad1e3d4f8f4b153274c8997332,1402195255,False
530a059cb48477ad1e3d4f8f4b153274c8997332,145337392,False
530a059cb48477ad1e3d4f8f4b153274c8997332,2445552,False
530a059cb48477ad1e3d4f8f4b153274c8997332,2091924780,False
530a059cb48477ad1e3d4f8f4b153274c8997332,2098723448,False
e1d2f2a717aa03280126f87c8e5fad695f52bf7c,2151645335,True
e1d2f2a717aa03280126f87c8e5fad695f52bf7c,2279449118,False
e1d2f2a717aa03280126f87c8e5fad695f52bf7c,2279513475,False
e1d2f2a717aa03280126f87c8e5fad695f52bf7c,2279448452,False
3ddbc58b463156b83c1a6ab792c98898e32aeb7d,2203839392,True
3ddbc58b463156b83c1a6ab792c98898e32aeb7d,2150473132,False
3ddbc58b463156b83c1a6ab792c98898e32aeb7d,2079704411,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2212887866,True
5a5e03c3c8bf5052a99f4631e874b1e608e59319,143787727,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2209524983,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2241879633,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2248150677,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,151349904,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2241896120,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,75067375,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2241902744,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2241896550,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2241892110,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2211498935,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2241896206,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2241878022,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2221218808,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2241889653,False
5a5e03c3c8bf5052a99f4631e874b1e608e59319,2241896296,False
8d984ee2eeabb630014f31fc759d4980830c4bdb,32433579,True
8d984ee2eeabb630014f31fc759d4980830c4bdb,4254919,False
8d984ee2eeabb630014f31fc759d4980830c4bdb,1738459585,False
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,3273326,True
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,2217843411,False
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,48354998,False
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,32474777,False
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,80967597,False
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,50706019,False
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,3488588,False
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,2126610635,False
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,123276858,False
31f76619329aba7987394ccb8cac6c9a6dd58a56,4429073,True
21dff47a4142445f83016da0819ffe6dd2947f66,9139705,True
21dff47a4142445f83016da0819ffe6dd2947f66,50487490,False
9dafa6c5c609348b46734fc8997b93b3587fec6e,1795976,True
b8f20b0b8a37e7b2e19d416fba80d147b75c887f,2145130787,True
b8f20b0b8a37e7b2e19d416fba80d147b75c887f,48354998,False
b8f20b0b8a37e7b2e19d416fba80d147b75c887f,2221641170,False
b8f20b0b8a37e7b2e19d416fba80d147b75c887f,2117421506,False
b8f20b0b8a37e7b2e19d416fba80d147b75c887f,32474777,False
b8f20b0b8a37e7b2e19d416fba80d147b75c887f,80967597,False
b8f20b0b8a37e7b2e19d416fba80d147b75c887f,2221610051,False
b8f20b0b8a37e7b2e19d416fba80d147b75c887f,1403852274,False
b8f20b0b8a37e7b2e19d416fba80d147b75c887f,50706019,False
b8f20b0b8a37e7b2e19d416fba80d147b75c887f,2126610635,False
b8f20b0b8a37e7b2e19d416fba80d147b75c887f,123276858,False
635c01476986099adc4ce122bb28ebc6deb46671,65953975,True
635c01476986099adc4ce122bb28ebc6deb46671,2076137404,False
635c01476986099adc4ce122bb28ebc6deb46671,2151396257,False
ec13995de8797a4e977024942d79fc0d27e20b7b,145641941,True
ec13995de8797a4e977024942d79fc0d27e20b7b,145117122,False
ec13995de8797a4e977024942d79fc0d27e20b7b,2289857440,False
ec13995de8797a4e977024942d79fc0d27e20b7b,2181844584,False
ec13995de8797a4e977024942d79fc0d27e20b7b,2181845410,False
288078127a3078332230442170f6745ed333c700,152378504,True
288078127a3078332230442170f6745ed333c700,2280373812,False
973650310963f8cdc39c71e79724513004adde2a,7441236,True
973650310963f8cdc39c71e79724513004adde2a,2778848,False
b313140bde3d9d8ed96f405674fd243e270104fb,2253812042,True
b313140bde3d9d8ed96f405674fd243e270104fb,35685584,False
b313140bde3d9d8ed96f405674fd243e270104fb,25259989,False
b313140bde3d9d8ed96f405674fd243e270104fb,16184125,False
b313140bde3d9d8ed96f405674fd243e270104fb,2187496179,False
b313140bde3d9d8ed96f405674fd243e270104fb,2253535836,False
b313140bde3d9d8ed96f405674fd243e270104fb,37122655,False
e251ba9fe7992fc07a01365a5f8f2b4d9020b875,2168834,True
e251ba9fe7992fc07a01365a5f8f2b4d9020b875,46596152,False
4b4279db68b16e20fbc56f9d41980a950191d30a,144404817,True
7c663204f4b1f5c0a112bce0d84b21e1c1b7f798,33955451,True
7c663204f4b1f5c0a112bce0d84b21e1c1b7f798,2334862,False
7c663204f4b1f5c0a112bce0d84b21e1c1b7f798,2693295,False
6e487e18c2aa3c08232c6167a2a8cb1e99574984,31411160,True
6e487e18c2aa3c08232c6167a2a8cb1e99574984,10999744,False
6e487e18c2aa3c08232c6167a2a8cb1e99574984,65953975,False
6e487e18c2aa3c08232c6167a2a8cb1e99574984,1414991431,False
6e487e18c2aa3c08232c6167a2a8cb1e99574984,143685506,False
6e487e18c2aa3c08232c6167a2a8cb1e99574984,101254419,False
6e487e18c2aa3c08232c6167a2a8cb1e99574984,98401714,False
6e487e18c2aa3c08232c6167a2a8cb1e99574984,2183248673,False
6e487e18c2aa3c08232c6167a2a8cb1e99574984,2183247842,False
6e487e18c2aa3c08232c6167a2a8cb1e99574984,1735121,False
65ada5eec961b70a495640ada0efb58a1e70d667,41205608,True
65ada5eec961b70a495640ada0efb58a1e70d667,46287733,False
65ada5eec961b70a495640ada0efb58a1e70d667,1684227,False
65ada5eec961b70a495640ada0efb58a1e70d667,2735257,False
3602d529e715218372891879534299a81d71f8b1,46223842,True
3602d529e715218372891879534299a81d71f8b1,2952656,False
3602d529e715218372891879534299a81d71f8b1,143929237,False
e3bd45892ff2d502eaad65e9b0858d213111e9ae,145359493,True
e3bd45892ff2d502eaad65e9b0858d213111e9ae,3256076,False
e3bd45892ff2d502eaad65e9b0858d213111e9ae,9998776,False
e3bd45892ff2d502eaad65e9b0858d213111e9ae,5290284,False
b36acdfc67612d707c95d1ed282672d3ca262be7,2149285611,True
b36acdfc67612d707c95d1ed282672d3ca262be7,1737779229,False
b36acdfc67612d707c95d1ed282672d3ca262be7,1411115878,False
b36acdfc67612d707c95d1ed282672d3ca262be7,2186065223,False
b36acdfc67612d707c95d1ed282672d3ca262be7,144972037,False
b36acdfc67612d707c95d1ed282672d3ca262be7,1683396,False
b36acdfc67612d707c95d1ed282672d3ca262be7,2204708967,False
da9683e826c37a6383c124b5c6cddefcb35ee8fd,2000639769,True
da9683e826c37a6383c124b5c6cddefcb35ee8fd,2155389734,False
da9683e826c37a6383c124b5c6cddefcb35ee8fd,2212887866,False
da9683e826c37a6383c124b5c6cddefcb35ee8fd,2058824340,False
da9683e826c37a6383c124b5c6cddefcb35ee8fd,98041740,False
da9683e826c37a6383c124b5c6cddefcb35ee8fd,2141037440,False
d1449988086f11f1888788d42655ea20d22db97a,13398002,True
d1449988086f11f1888788d42655ea20d22db97a,4494833,False
ef10b30de48ce654d435e62594441b5b317f3cda,83976651,True
ef10b30de48ce654d435e62594441b5b317f3cda,33688371,False
ef10b30de48ce654d435e62594441b5b317f3cda,2205542619,False
9e74c0864e11e0930aa066e344322f5142880c02,2312843354,True
9e74c0864e11e0930aa066e344322f5142880c02,65746336,False
9e74c0864e11e0930aa066e344322f5142880c02,2307805763,False
d7a98e913fbceedbcba53158e7a551428abb33d7,143923114,True
d7a98e913fbceedbcba53158e7a551428abb33d7,144758045,False
da7ac4bebc7c11f30026b0db76bcd9ba474c3372,1810680,True
da7ac4bebc7c11f30026b0db76bcd9ba474c3372,2321580174,False
67511d61aa96306687751f56979f15c9fadd9162,145822841,True
67511d61aa96306687751f56979f15c9fadd9162,81200484,False
67511d61aa96306687751f56979f15c9fadd9162,51496227,False
67511d61aa96306687751f56979f15c9fadd9162,145523144,False
cf1f26e7cbed3958b3c2870656568c299fece6e3,2076041163,True
cf1f26e7cbed3958b3c2870656568c299fece6e3,40315563,False
cf1f26e7cbed3958b3c2870656568c299fece6e3,2036654064,False
cf1f26e7cbed3958b3c2870656568c299fece6e3,2205202770,False
cf1f26e7cbed3958b3c2870656568c299fece6e3,2205233755,False
cf1f26e7cbed3958b3c2870656568c299fece6e3,2205195617,False
cf1f26e7cbed3958b3c2870656568c299fece6e3,2205195620,False
cf1f26e7cbed3958b3c2870656568c299fece6e3,2205195054,False
cf1f26e7cbed3958b3c2870656568c299fece6e3,2205233740,False
cf1f26e7cbed3958b3c2870656568c299fece6e3,2205202767,False
cf1f26e7cbed3958b3c2870656568c299fece6e3,2205195081,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2124975288,True
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2028821550,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2028614047,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2505751,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2187839406,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2187817790,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,1666177745,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,145523800,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2187816375,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,49411713,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2187817983,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,1398444286,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,51916788,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,47766095,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2187817044,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2157261,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,98680110,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2203425373,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2187839291,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,143914828,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2066304514,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2142506247,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,35805107,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2122700133,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2723309,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,115481520,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2091477753,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2066034,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,1857295,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2835362,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,1936676,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,2047844,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,3348747,False
62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f,47941567,False
7167fb2754032a4262be179dedf5607aea311c3c,116563084,True
aa676ba32fe2fc249f468ee0cb6e7bde07e535b1,48099028,True
aa676ba32fe2fc249f468ee0cb6e7bde07e535b1,1709111,False
3a0df1e7400b6e99a2f56c6471d021b52a34052f,48721493,True
3a0df1e7400b6e99a2f56c6471d021b52a34052f,2228697086,False
b3639a751c631deee8bf1e7a6dd41d76d830b47b,2778848,True
b3639a751c631deee8bf1e7a6dd41d76d830b47b,7441236,False
b9505b57bf41d127ab786fd0d6c0a0fae7e69f07,2211230885,True
b9505b57bf41d127ab786fd0d6c0a0fae7e69f07,31443913,False
28fc55180ac3a8117263498899c2abf1a6db53dd,35251370,True
28fc55180ac3a8117263498899c2abf1a6db53dd,2267995,False
28fc55180ac3a8117263498899c2abf1a6db53dd,46963251,False
28fc55180ac3a8117263498899c2abf1a6db53dd,2103335341,False
28fc55180ac3a8117263498899c2abf1a6db53dd,2201701,False
28fc55180ac3a8117263498899c2abf1a6db53dd,50793079,False
28fc55180ac3a8117263498899c2abf1a6db53dd,3252972,False
28fc55180ac3a8117263498899c2abf1a6db53dd,1401391462,False
c0568670ef438aaaa6872530947c8c76de7ec53f,113346178,True
c0568670ef438aaaa6872530947c8c76de7ec53f,113196625,False
ef76b9a961d152f79484ee9326baaa9f7bb089ab,1759658,True
ef76b9a961d152f79484ee9326baaa9f7bb089ab,2122929218,False
ef76b9a961d152f79484ee9326baaa9f7bb089ab,51238382,False
ef76b9a961d152f79484ee9326baaa9f7bb089ab,47829900,False
ef76b9a961d152f79484ee9326baaa9f7bb089ab,2109724398,False
62189e97a09f26dd24b7b4393777e88759659cf1,32231986,True
62189e97a09f26dd24b7b4393777e88759659cf1,116925840,False
62189e97a09f26dd24b7b4393777e88759659cf1,91629349,False
62189e97a09f26dd24b7b4393777e88759659cf1,2218392276,False
62189e97a09f26dd24b7b4393777e88759659cf1,2135922763,False
f884c9cd761732a2b41849c1ec0e0a33585ae854,2242243631,True
f884c9cd761732a2b41849c1ec0e0a33585ae854,2252838083,False
f884c9cd761732a2b41849c1ec0e0a33585ae854,2238490495,False
f884c9cd761732a2b41849c1ec0e0a33585ae854,2258785057,False
4fbd3d65628185bc301f98977d01acbd8126a709,118132321,True
4fbd3d65628185bc301f98977d01acbd8126a709,50131730,False
4fbd3d65628185bc301f98977d01acbd8126a709,1577907792,False
4fbd3d65628185bc301f98977d01acbd8126a709,2238160126,False
4fbd3d65628185bc301f98977d01acbd8126a709,2237761183,False
4fbd3d65628185bc301f98977d01acbd8126a709,2237759339,False
4fbd3d65628185bc301f98977d01acbd8126a709,2237759982,False
4fbd3d65628185bc301f98977d01acbd8126a709,2176082362,False
4fbd3d65628185bc301f98977d01acbd8126a709,2216899709,False
4fbd3d65628185bc301f98977d01acbd8126a709,2237950600,False
