paperDOI,citedPaperDOI
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,6052486bc9144dc1730c12bf35323af3792a1fd0
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,cf1f26e7cbed3958b3c2870656568c299fece6e3
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,ad07d3499faade81e6c33069902c45b13ba90c44
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,89c3bd70ad33c4f8832f00ab98872b77861ee0ec
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,a02fbaf22237a1aedacb1320b6007cd70c1fe6ec
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,62a45ab7b676f3877d41f66f6c9ddf1ec44a1c5f
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,cdbd4f9b6ab2e2fd1ddf5400d5ed2c18960635d1
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,ad3dfb2514cb0c899fcb9a14d229ff2a6018892f
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,5aeea559f7f6ea5747507f55b9d5e5b5787e617b
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,dda118e8154765f73cb8f5e2b1b8daa75faf726f
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,6f870f7f02a8c59c3e23f407f3ef00dd1dcf8fc4
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,2cd605106b88c85d7d8b865b1ef0f8c8293debf1
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,43f2ad297941db230c089ba353efc3f281ab678c
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,204e3073870fae3d05bcbc2f6a8e263d9b72e776
2eeff0f534d303581bc1199671600fbd04a2d01c,b9505b57bf41d127ab786fd0d6c0a0fae7e69f07
2eeff0f534d303581bc1199671600fbd04a2d01c,49b66b980c91f989637b089c2e8284af443aaa25
2eeff0f534d303581bc1199671600fbd04a2d01c,6f4486c3d8ccd638c2a6bcbfafa01b5a3225bcab
2eeff0f534d303581bc1199671600fbd04a2d01c,c710e8455fb50db5986a04edd6ad75f1ea6bf343
2eeff0f534d303581bc1199671600fbd04a2d01c,7d3b7c8e60fd6e4e0e84fd72d717f4c86447a10c
2eeff0f534d303581bc1199671600fbd04a2d01c,d6c745efbc342279308e80f1e61f8b2ea35b7ad6
2eeff0f534d303581bc1199671600fbd04a2d01c,bb40d39b7884de9babbd719636ac9d5be6b7d4f7
2eeff0f534d303581bc1199671600fbd04a2d01c,e612bf867c7270240ceba6dd7352450a73bb8e48
2eeff0f534d303581bc1199671600fbd04a2d01c,ee245998ee246084c764dfe2337fe0aa870e080f
2eeff0f534d303581bc1199671600fbd04a2d01c,89f3faf056c5f8c50646ffc24b196adbea377f12
12c6be503e4e5b7c9cb1810152d4364f26628a8d,666a7d0165514f31d58cc20d4698bbd5dedc3196
12c6be503e4e5b7c9cb1810152d4364f26628a8d,ae5b587fb5ff55c074a770acf81c27d9d3046748
12c6be503e4e5b7c9cb1810152d4364f26628a8d,4c4140cd59969f65f6bfc4a8632a8bfae7889097
12c6be503e4e5b7c9cb1810152d4364f26628a8d,19b3f04f4314ea83025ad4537c7be4055b77cd2c
12c6be503e4e5b7c9cb1810152d4364f26628a8d,74b2b38b61329186f0192ead46098e65224b3bf0
12c6be503e4e5b7c9cb1810152d4364f26628a8d,ce64abaf73a842b0487bdbf07097957408147b8d
12c6be503e4e5b7c9cb1810152d4364f26628a8d,7ac3e09d74ca15fdafa5f730617cd65059a144f3
12c6be503e4e5b7c9cb1810152d4364f26628a8d,46e7a7e8adb610f76bd0bc196282b92c846fe939
12c6be503e4e5b7c9cb1810152d4364f26628a8d,ce81a788d41bc8c4219db99556bee813f60d14d0
12c6be503e4e5b7c9cb1810152d4364f26628a8d,ef76b9a961d152f79484ee9326baaa9f7bb089ab
12c6be503e4e5b7c9cb1810152d4364f26628a8d,6296aa7cab06eaf058f7291040b320b5a83c0091
12c6be503e4e5b7c9cb1810152d4364f26628a8d,9569b51674a032b3255e874e85f508a844a17183
12c6be503e4e5b7c9cb1810152d4364f26628a8d,5c126ae3421f05768d8edd97ecd44b1364e2c99a
12c6be503e4e5b7c9cb1810152d4364f26628a8d,43f2ad297941db230c089ba353efc3f281ab678c
12c6be503e4e5b7c9cb1810152d4364f26628a8d,ea5dd6a3d8f210d05e53a7b6fa5e16f1b115f693
12c6be503e4e5b7c9cb1810152d4364f26628a8d,8df72c48a7ce4418c683c4dd9bb300558ac71d47
12c6be503e4e5b7c9cb1810152d4364f26628a8d,b656558175947d339acfba31813aed4c4684ca86
12c6be503e4e5b7c9cb1810152d4364f26628a8d,1976c9eeccc7115d18a04f1e7fb5145db6b96002
2633a948f06a02417a39c9ff4e9c948bbad460d7,e1d2f2a717aa03280126f87c8e5fad695f52bf7c
2633a948f06a02417a39c9ff4e9c948bbad460d7,389e53cbae1b4a3d3b4dc30c2cd743dd694d721e
2633a948f06a02417a39c9ff4e9c948bbad460d7,e6800a5cc92502789f9dfc7c5d9c112d9d2f3372
2633a948f06a02417a39c9ff4e9c948bbad460d7,5ee0ca09dca482eb8bb1e351a0c7575c3c144372
2633a948f06a02417a39c9ff4e9c948bbad460d7,8cec749bd5843bfd186b911e123afdf61f2a9754
2633a948f06a02417a39c9ff4e9c948bbad460d7,09358d4949078c891c2bb2dd662693b51830013c
2633a948f06a02417a39c9ff4e9c948bbad460d7,a011e9c82781288689b86b4451de0d30b95a12eb
2633a948f06a02417a39c9ff4e9c948bbad460d7,b40f8e68816a0adb55afeb982535e346e21d6174
2633a948f06a02417a39c9ff4e9c948bbad460d7,5fda8919788ee58647c9917dc50cef7ac4327250
2633a948f06a02417a39c9ff4e9c948bbad460d7,60eaae8784648ca44c1b6100760ccafad03162ee
b9ede5f604668d0b62a306392cd03f47086e245e,4ffb0130c2e19033a1696c32dac2239f702c8dc4
b9ede5f604668d0b62a306392cd03f47086e245e,8df72c48a7ce4418c683c4dd9bb300558ac71d47
b9ede5f604668d0b62a306392cd03f47086e245e,5a7f3f0fdbdc29fddc7a41098ee8bbc3f7cfd1a1
b9ede5f604668d0b62a306392cd03f47086e245e,7db59437fc26b01979266fbe7f4b1992f787a627
b9ede5f604668d0b62a306392cd03f47086e245e,0ae5b99f09b7ebacc4aeaed7644aff90534a3aaa
b9ede5f604668d0b62a306392cd03f47086e245e,16329934abcdbd46e5b0f7c201799c7d8a6d28c4
b9ede5f604668d0b62a306392cd03f47086e245e,1315975ac498ddbc5f43cc4afe1ce10c8d60d238
b9ede5f604668d0b62a306392cd03f47086e245e,3db5c5a6c720091e2c9be8bb45b96fe7be313717
b9ede5f604668d0b62a306392cd03f47086e245e,6af0bdfed1f4607b78409743ac72dd918e7d6160
b9ede5f604668d0b62a306392cd03f47086e245e,7ab0f0da686cd4094fd96f5a30e0b6072525fd09
b9ede5f604668d0b62a306392cd03f47086e245e,e1ec11a1cb3d9745fb18d3bf74247f95a6663d08
b9ede5f604668d0b62a306392cd03f47086e245e,5c45a5d05ac564adb67811eeb9d41d6460c70135
b9ede5f604668d0b62a306392cd03f47086e245e,5f5dc5b9a2ba710937e2c413b37b053cd673df02
973650310963f8cdc39c71e79724513004adde2a,5c322168238098dc48bf3129675c1ef22efdf23b
973650310963f8cdc39c71e79724513004adde2a,7d5a10aebeb57d1bf7bb6585eb45ab481f964be9
973650310963f8cdc39c71e79724513004adde2a,b3639a751c631deee8bf1e7a6dd41d76d830b47b
973650310963f8cdc39c71e79724513004adde2a,8029b005e1f97f81a2684fe700f8a63f91a8bedf
973650310963f8cdc39c71e79724513004adde2a,9da092d7c7674e96830f8d6713a9a4f8101f984c
973650310963f8cdc39c71e79724513004adde2a,b6328d4664aed6b5d7e824f1867b653069d6f252
973650310963f8cdc39c71e79724513004adde2a,0d0797e85ccadaefb08ec61c97328ba2394069f7
973650310963f8cdc39c71e79724513004adde2a,7167fb2754032a4262be179dedf5607aea311c3c
973650310963f8cdc39c71e79724513004adde2a,4fdd9c5decd076b0f324765e1a7aa29113d008cb
973650310963f8cdc39c71e79724513004adde2a,e594f938aca2018223dec29edf55b61d4c9f6081
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,115297fb487b4fc344029b3f3335494743a40109
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,5416c09605ff6e5078cf75b77c124d856a54b078
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,9b3e1573eb7baaefe23753ea71b61cefb036d03d
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,7bdacd396ae8662f6397c781c06e2d48bd87caa4
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,9c5ac20a248f04533cbc0e1a10974e2e5c1e92e9
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,dd4e4c2e529f4daed5f5c3c834d4a801953cc379
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,d163cf4672e4c90f4d12bbd9c731f20880b9a093
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,7c4ab671083d7e7e65ddcc94647d5219d8c42e87
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,9497fe972ef8292ed54edc722181f81583a70233
b9e9f449da63fbb783ce39db15bf1626a9bb4a44,0db2d732fda58a665706e0f348bf4b14038aa4f6
f92922a9fe4e6bb603291249796d80d09d1fd9f3,16089042763013220961bacbc598fff544985944
f92922a9fe4e6bb603291249796d80d09d1fd9f3,b9b0bcfe881b6c90f76dfe7a913b0e022682ceb5
f92922a9fe4e6bb603291249796d80d09d1fd9f3,7dd2232cab97c678bbe5b36f37e4c997cffbdb37
f92922a9fe4e6bb603291249796d80d09d1fd9f3,f22077969bc6dff0edb826e33b4faf9b105b1156
f92922a9fe4e6bb603291249796d80d09d1fd9f3,d8345ba0f7d0b357f4248c849807bc8cd9347952
f92922a9fe4e6bb603291249796d80d09d1fd9f3,0d2c38b39f73003ec23ee3e2382e319e20bd5d18
f92922a9fe4e6bb603291249796d80d09d1fd9f3,9e74c0864e11e0930aa066e344322f5142880c02
f92922a9fe4e6bb603291249796d80d09d1fd9f3,0c171e1cac6868ccf905245a7dd4400f9554b241
f92922a9fe4e6bb603291249796d80d09d1fd9f3,ac4dc32dbeed10e3104c0c7f9641468bddd807f7
